ID	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	N12	N13	N14	N15	N16	N17	N18	N19	N20	N21	N22	N23	N24	N25	N26	N27	N28	N29	T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	T14	T15	T16	T17	T18	T19	T20	T21	T22	T23	T24	T25	T26	T27	T28	T29
miR-374b	21	15	83	133	54	8	0	118	55	84	66	135	82	63	11	182	467	278	144	73	99	34	175	34	0	129	143	49	113	35	50	90	31	47	5	44	1	27	42	22	79	7	49	32	20	145	14	80	0	107	4	17	3	6	11	39	0	17
miR-374b*	5	0	1	0	0	0	0	3	0	2	0	3	0	0	0	6	5	3	1	2	1	0	0	3	0	9	4	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	3	0	1	0	2	0	0	0	0	3	5	0	0
miR-375	0	0	0	1	0	1	0	42	0	207	6	0	5	1	2	0	0	4	2	0	1345	74	37	0	28	239	31	34	0	76	58	2	0	170	0	2	7	4	71	0	6	29	147	201	0	12	3	16	1	19	4	32	1	18032	21	12	1	0
miR-376a	0	2	0	2	0	0	0	6	1	7	1	0	4	0	0	5	5	7	1	4	0	4	0	0	1	12	1	0	7	3	1	1	0	3	0	0	1	1	8	0	3	2	0	0	0	2	0	2	0	5	0	0	1	18	3	4	0	1
miR-376a*	0	0	0	6	1	0	0	1	0	1	0	1	1	1	0	2	5	8	5	2	3	2	0	0	0	1	0	0	0	4	3	0	0	0	1	0	0	0	0	0	2	0	7	1	0	6	0	1	0	23	0	1	0	5	1	1	0	0
miR-376b	0	16	0	8	0	0	0	5	2	13	4	5	6	1	0	4	18	10	8	12	3	7	1	7	2	36	10	4	5	4	2	3	0	1	1	1	0	0	11	2	2	3	6	10	0	4	1	6	0	25	0	1	0	9	0	13	0	2
miR-376c	5	55	27	93	27	4	0	103	10	189	36	150	115	29	2	280	1173	439	381	463	217	530	53	77	12	504	95	28	28	27	108	11	5	33	5	3	1	5	51	4	124	14	266	40	1	60	4	193	0	610	1	18	0	59	30	77	0	2
miR-377	0	15	3	12	11	1	1	1	0	14	4	15	2	2	1	17	135	91	66	19	20	12	11	4	4	59	7	1	17	1	14	1	2	3	0	3	0	0	2	0	4	2	73	5	1	8	3	17	0	96	0	6	0	8	5	8	0	0
miR-377*	0	1	1	0	2	0	0	0	0	0	1	0	0	3	1	0	2	1	3	1	3	0	0	0	7	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	5	0	4	0	3	0	0	2	2	0	0
miR-378	24	107	126	147	318	26	13	1241	20	572	83	187	607	97	195	1796	339	224	645	1431	377	2772	201	325	147	2091	99	474	3	14	268	155	18	406	2	22	12	19	16	5	22	21	2227	61	13	411	8	237	41	765	3	651	1	59	136	227	9	0
miR-378*	0	4	1	2	3	0	1	6	1	1	3	4	13	8	6	26	18	31	25	28	95	29	4	5	3	57	6	3	0	4	27	10	2	50	0	9	1	0	0	0	2	5	254	39	2	17	2	46	4	57	0	48	0	26	35	40	1	0
miR-379	1	10	7	8	10	0	0	4	1	7	9	7	7	2	0	14	69	31	37	15	7	17	4	3	3	41	4	0	0	2	1	0	1	2	0	2	0	0	1	2	4	0	17	1	0	1	0	3	0	33	0	1	1	3	3	3	0	0
miR-379*	0	0	1	4	1	0	0	5	0	7	3	4	1	1	0	11	75	25	14	8	4	4	1	2	0	11	7	1	0	0	2	0	0	1	1	0	0	1	0	1	3	0	11	1	0	1	1	5	0	25	0	0	0	0	0	3	0	0
miR-380	0	0	0	3	1	0	0	0	0	3	2	3	0	0	0	3	25	15	5	3	0	1	0	0	0	4	2	1	0	1	0	0	0	0	0	0	0	2	0	2	1	0	6	0	1	0	0	3	0	21	0	0	0	0	0	0	0	0
miR-380*	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
miR-381	1	10	5	11	2	0	0	3	2	5	3	18	14	10	1	30	138	77	36	29	15	31	9	4	3	45	20	3	0	1	21	0	0	2	1	2	0	1	3	2	11	3	123	13	0	7	1	28	0	238	0	7	5	17	1	14	0	0
miR-382	0	5	0	2	6	0	0	2	0	2	5	1	5	7	0	8	44	10	38	9	17	10	1	6	17	27	2	1	0	2	8	0	1	1	0	0	0	2	1	0	7	0	37	2	0	0	0	17	0	37	0	29	0	3	6	12	0	0
miR-383	0	0	2	1	0	0	0	0	0	0	0	0	3	1	0	0	0	1	29	6	0	10	0	0	20	4	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-409-3p	0	2	0	5	7	0	0	1	1	5	1	1	5	4	0	15	39	37	58	11	4	4	2	2	4	17	0	1	3	2	9	0	0	0	1	0	1	3	1	0	10	1	31	4	2	9	2	23	3	61	0	25	0	6	4	12	0	0
miR-409-5p	0	0	0	1	3	0	0	0	0	2	1	4	0	7	0	2	10	9	4	1	5	1	0	0	1	8	0	0	0	4	12	0	1	0	0	0	0	0	0	0	17	0	8	1	0	8	0	15	0	12	0	20	0	0	3	6	0	0
miR-410	0	1	0	3	2	0	0	1	2	3	1	0	2	0	1	3	23	15	8	4	2	3	1	1	0	2	3	0	1	0	2	0	1	0	0	0	0	0	0	0	1	0	9	1	0	3	0	3	0	22	0	0	0	1	0	3	0	0
miR-411	1	0	0	8	0	0	0	12	1	15	6	5	8	8	0	18	93	77	39	46	29	41	2	3	0	16	11	1	0	2	6	0	0	1	0	1	1	2	15	2	12	12	19	13	0	1	0	18	0	104	0	0	0	13	4	4	0	0
miR-411*	0	0	0	6	0	0	0	4	1	5	3	2	4	0	0	18	91	21	37	7	8	5	2	0	0	7	4	1	1	0	1	1	0	0	0	1	0	0	0	1	4	1	7	2	0	2	0	8	0	34	0	1	0	1	1	1	0	0
miR-421	0	1	10	27	11	1	0	8	5	5	11	10	8	1	0	32	34	48	106	7	35	11	4	2	0	110	9	1	1	2	33	6	6	12	1	4	0	4	3	1	4	1	143	1	0	11	1	34	0	189	0	6	1	10	10	52	0	2
miR-423-3p	5	10	18	7	4	3	0	12	1	6	8	23	24	15	1	9	18	29	37	14	21	21	11	10	78	253	15	2	2	13	22	5	2	1	0	15	0	14	3	1	7	1	238	6	1	7	2	16	0	72	0	31	1	60	34	50	0	0
miR-423-5p	26	75	82	136	119	18	6	230	41	84	35	158	473	223	17	170	208	587	814	498	471	437	132	75	190	1149	192	67	6	26	176	49	10	41	12	134	32	113	96	3	208	105	1385	274	34	374	19	840	71	1241	20	329	56	406	429	421	62	19
miR-424	15	1065	54	1033	123	225	26	3919	48	6383	229	674	417	572	9	3463	12159	1683	1939	1362	8970	4295	3164	783	310	20388	3364	1522	1047	80	1088	40	84	44	12	39	11	29	487	56	1307	80	2537	374	34	639	42	794	7	2776	8	671	24	41	827	640	20	39
miR-424*	6	113	3	109	12	11	0	453	4	970	30	88	190	73	3	791	1907	154	397	367	839	750	392	60	114	2425	401	142	33	2	29	8	3	7	10	3	6	3	403	11	58	65	110	126	7	26	7	58	5	165	8	92	12	20	88	61	14	1
miR-425	0	4	5	11	6	0	0	4	13	10	4	7	5	42	3	9	13	62	51	6	163	11	13	2	3	103	9	7	7	37	293	23	21	25	0	160	2	22	6	1	21	2	874	24	3	83	11	434	2	875	3	188	4	93	133	391	3	141
miR-425*	4	8	6	30	7	0	2	64	8	49	17	76	89	27	1	177	173	205	403	145	165	204	31	36	12	253	50	16	5	7	70	35	8	36	4	23	10	18	37	1	39	104	888	263	69	103	4	176	33	945	26	84	49	615	99	138	44	7
miR-429	0	0	0	0	1	2	0	44	2	24	0	0	0	1	0	0	1	3	3	6	279	14	82	0	0	113	64	30	0	32	128	16	24	24	0	21	0	6	5	0	18	7	580	25	7	50	3	67	2	339	0	17	1	0	22	56	1	4
miR-431	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	4	0	1	0	0	1	2	0	0
miR-431*	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-432	0	5	4	9	9	0	0	12	0	28	3	6	29	0	4	86	117	97	108	60	6	35	2	10	3	37	0	11	0	6	10	4	0	6	8	0	0	0	28	1	5	11	133	27	2	5	0	6	0	273	0	7	5	186	1	11	2	0
miR-432*	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-433	1	6	0	2	2	0	0	1	0	1	1	2	2	1	0	4	9	9	30	1	3	0	0	1	1	19	2	1	0	0	0	1	0	0	0	0	0	0	2	0	1	0	28	1	0	0	0	2	0	46	0	1	0	18	0	2	0	0
miR-449a	0	0	0	0	0	2	1	18	0	2	1	0	1	0	0	0	0	1	0	0	46	0	19	0	0	28	1	11	0	0	0	0	0	3	0	1	0	0	0	1	2	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
miR-449b	0	0	0	0	1	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	16	0	3	0	0	160	0	30	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	3	2	0	0	0
miR-450a	3	137	16	312	32	19	5	729	12	367	136	163	64	274	1	808	4437	753	1315	258	2005	510	534	122	122	5995	946	239	0	8	123	7	5	15	3	8	2	16	18	24	259	19	454	19	5	141	15	221	3	703	1	272	0	17	192	275	4	0
miR-450b-3p	0	0	0	0	2	0	0	2	0	3	0	1	1	1	0	4	16	1	0	0	4	2	1	0	1	12	0	2	1	1	0	0	0	2	0	0	0	0	1	0	2	0	3	0	0	1	0	0	0	5	0	3	0	0	1	0	0	0
miR-450b-5p	0	4	1	40	1	5	0	142	3	63	7	11	13	69	0	128	801	137	111	53	275	60	50	3	0	269	113	14	0	0	25	0	0	2	1	1	0	4	16	2	44	3	50	12	3	21	0	30	0	76	0	9	4	1	11	43	0	0
miR-451	105	143	1454	534	104	78	14	443	5122	66	41	568	550	5145	1079	409	331	2695	3623	587	2097	127	1914	45	6	5935	1513	482	172	220	171	496	457	240	1	192	2	668	30	15	628	54	11266	43	95	519	204	1114	1	2386	9	257	22	25	1050	2123	1	18
miR-452	0	19	2	7	6	0	0	7	7	12	3	18	9	11	1	22	43	61	56	34	15	25	9	7	3	68	4	8	0	8	58	11	22	6	0	0	2	2	3	0	27	3	476	8	11	30	0	49	3	224	4	96	0	7	48	156	5	0
miR-452*	0	3	0	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	3	2	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
miR-454	1	1	22	35	7	2	0	4	2	7	16	16	15	0	1	26	24	36	64	20	12	28	3	5	2	61	9	2	0	7	33	15	6	9	1	10	0	2	2	0	6	0	160	3	0	4	0	14	0	131	0	5	0	39	0	19	0	0
miR-454*	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	1	2	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0
miR-455-3p	2	32	5	84	18	2	0	70	3	168	64	86	60	30	2	159	1259	127	174	138	188	156	30	42	0	372	48	23	1	23	272	7	21	17	1	10	2	48	27	18	318	60	1711	280	24	80	15	324	0	1290	4	53	0	9	169	391	19	0
miR-455-5p	1	25	5	34	4	3	0	8	1	46	51	15	21	4	0	37	260	26	91	47	72	119	6	7	0	182	17	2	0	12	89	2	7	15	0	14	0	4	5	9	34	5	368	9	0	10	2	43	1	271	1	34	0	1	40	79	1	0
miR-483-3p	0	0	3	1	0	0	0	4	3	4	1	3	23	10	0	1	3	32	2	54	29	28	7	1	0	12	15	4	0	0	3	0	0	0	1	1	0	1	4	0	4	1	14	16	0	2	0	0	0	7	0	0	0	2	0	0	0	0
miR-483-5p	8	5	12	8	4	1	1	4	4	7	0	4	14	23	0	1	18	65	41	23	177	23	27	0	1	150	72	2	5	1	10	0	1	3	1	29	17	1	7	0	14	14	80	42	0	2	0	3	8	89	1	30	4	48	13	5	0	3
miR-484	15	27	57	45	36	2	2	41	41	40	19	47	83	398	10	88	131	214	279	89	1644	52	36	32	7	399	57	9	1	69	1156	65	85	66	2	304	1	105	14	12	162	18	2408	97	1	172	52	2634	2	1229	4	834	25	279	1713	1802	3	35
miR-485-3p	0	0	0	1	0	0	0	0	0	0	0	2	0	5	0	1	0	1	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	7	0	1	0	1	0	3	0	0
miR-485-5p	0	8	0	0	1	0	0	0	0	3	0	0	0	6	0	1	10	7	3	1	4	5	0	1	10	9	3	1	0	2	2	77	0	0	0	0	0	0	1	0	18	0	3	1	0	3	3	5	0	4	0	3	0	1	1	4	15	0
miR-486-3p	0	0	1	0	0	0	0	1	5	1	0	0	0	0	1	1	0	0	2	0	0	0	2	1	1	1	0	1	0	0	1	0	82	0	0	6	1	0	3	0	1	0	0	1	0	0	0	0	0	0	0	1	0	6	2	1	0	0
miR-486-5p	45	74	220	15	20	6	17	64	1258	2	14	33	234	59	407	11	10	69	78	40	30	4	155	5	14	81	117	81	1	11	16	0	17	32	2	50	2	37	11	11	12	69	243	52	18	20	20	41	0	60	8	19	50	101	36	30	0	0
miR-487a	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	5	1	0	3	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	4	2	0	0	0	1	0	6	0	0	0	0	1	1	0	0
miR-487b	0	4	3	5	4	0	0	7	1	12	3	10	9	2	0	16	53	31	37	14	11	10	0	7	8	32	8	0	1	2	5	2	0	0	0	0	0	0	1	1	7	2	23	3	0	2	1	11	1	44	0	2	0	21	1	7	0	0
miR-488	0	0	1	3	0	1	0	25	0	8	0	7	2	16	0	15	38	16	14	13	137	72	11	3	11	80	13	12	0	0	2	4	0	0	0	1	0	0	3	0	1	0	13	2	0	0	0	0	0	15	0	8	1	162	0	1	0	0
miR-488*	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-489	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0
miR-490-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-490-5p	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	4	0	1	0	4	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
miR-491-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	2	0	2	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	3	2	1	1	0	0	0	3	0	0	0	0	0	0	0	0
miR-491-5p	0	1	4	1	1	0	0	5	1	0	0	3	3	1	0	0	2	7	5	2	5	4	2	1	0	10	3	2	0	0	3	0	1	1	0	2	0	1	0	0	0	0	9	0	0	0	0	1	0	8	0	7	0	0	2	0	0	0
miR-492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-493	0	1	0	5	0	0	0	1	0	8	8	2	4	1	1	17	50	33	54	17	3	17	3	1	4	34	6	1	0	5	2	0	1	1	0	0	0	2	1	1	4	1	54	1	1	6	1	3	0	84	0	2	1	12	0	2	0	0
miR-493*	1	1	0	15	4	0	0	8	1	31	16	11	11	7	1	59	277	101	205	90	24	80	12	6	1	45	10	2	0	1	8	0	0	2	2	1	0	1	4	1	10	3	95	3	0	8	1	19	0	212	0	3	0	3	0	13	0	0
miR-494	1	2	4	4	2	0	0	8	0	20	2	4	9	1	0	23	32	30	17	17	5	22	4	5	2	21	10	1	0	2	4	0	0	3	0	0	0	1	0	0	11	0	38	0	0	6	1	15	0	68	0	3	1	5	0	6	0	0
miR-495	1	10	2	21	5	2	0	4	2	14	38	9	12	9	0	15	122	58	198	36	89	50	6	10	2	111	27	2	171	6	23	0	1	4	0	0	0	3	2	0	29	0	150	7	0	3	3	55	0	214	0	28	1	8	11	25	0	6
miR-496	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	8	3	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	9	0	0	1	0	1	0	9	0	0	0	0	1	1	0	0
miR-497	28	59	81	183	54	10	2	118	6	256	121	351	139	69	6	462	574	485	547	404	216	821	83	254	59	785	105	28	283	16	143	14	5	11	3	18	4	5	33	7	72	6	243	115	1	57	2	61	2	707	0	80	2	51	45	45	0	40
miR-497*	2	2	5	20	17	3	0	14	1	14	6	14	8	2	0	34	63	26	106	18	2	32	5	4	0	186	5	3	33	0	0	2	0	2	0	0	0	0	3	0	2	2	17	0	0	0	0	2	0	33	0	1	0	2	0	0	0	0
miR-498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
miR-499-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-499-5p	1	2	6	18	3	0	0	8	0	14	11	28	10	5	35	34	118	58	72	46	18	67	7	2	2	104	20	9	0	2	15	7	0	6	0	2	1	0	2	0	2	0	22	0	0	10	0	11	0	26	0	6	1	42	24	5	1	0
miR-500	1	0	8	19	3	0	0	3	0	8	5	10	9	1	0	21	11	11	41	23	22	22	5	3	1	32	2	1	0	4	26	2	1	22	0	7	0	1	0	2	2	0	75	4	0	4	0	13	0	67	0	12	0	138	5	22	0	0
miR-500*	0	1	2	5	3	2	0	5	5	7	1	4	4	3	0	3	4	3	2	2	3	0	5	5	15	5	5	4	0	0	4	0	0	2	1	2	0	3	2	0	2	1	4	5	1	3	4	6	0	4	0	15	1	49	0	0	1	0
miR-501-3p	0	0	0	3	0	0	0	3	1	7	1	10	6	37	0	7	5	10	21	6	45	7	1	1	0	8	0	0	0	5	27	0	1	2	0	6	0	5	2	0	19	0	22	1	0	44	4	122	0	11	0	30	1	35	37	32	0	1
miR-501-5p	0	0	0	2	2	0	0	1	1	5	4	6	3	11	0	10	5	6	16	13	41	8	1	3	2	15	3	0	0	3	21	0	1	0	0	8	0	1	0	0	2	0	37	0	1	10	1	27	0	23	0	30	0	97	7	31	0	0
miR-502-3p	1	6	5	7	4	0	1	6	5	7	1	8	10	2	1	9	6	5	11	12	12	9	3	4	9	8	5	1	1	2	2	2	1	6	0	3	0	1	6	1	4	1	2	7	1	3	0	5	0	3	0	7	0	44	3	4	0	0
miR-502-5p	0	0	0	12	2	0	0	1	0	2	5	3	0	0	0	9	5	3	28	10	8	22	1	6	0	15	2	1	0	0	7	2	3	7	0	0	0	0	1	1	2	0	23	0	0	1	1	7	0	27	0	4	0	5	1	4	0	0
miR-503	0	70	6	86	18	8	1	257	1	321	15	11	68	62	1	212	407	61	197	50	309	79	44	26	7	1425	58	34	3	7	107	21	7	46	0	15	1	2	69	6	93	15	220	33	4	29	7	81	0	215	0	85	1	78	209	100	1	5
miR-504	0	0	3	0	0	0	0	0	0	0	0	1	6	19	0	0	1	5	0	2	6	1	0	1	0	4	0	0	0	1	3	0	0	0	0	0	0	0	1	0	3	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
miR-505	2	3	5	31	9	0	0	18	10	40	3	23	31	60	3	110	126	191	105	131	169	112	12	15	6	81	38	46	1	3	56	5	2	4	0	13	0	20	9	1	51	4	135	24	8	146	16	376	1	235	3	36	5	28	92	71	4	10
miR-505*	3	1	0	7	0	0	0	0	1	0	7	4	1	1	0	1	7	27	30	4	32	5	3	0	1	97	8	1	0	1	5	2	0	3	0	9	0	0	0	0	22	1	29	0	0	6	3	27	1	27	0	20	0	8	8	17	0	0
miR-506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-507	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	2	1	0	0	0	4	1	0	0	7	1	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
miR-508-3p	0	0	0	0	0	0	0	0	1	1	0	4	1	0	0	0	1	0	2	0	10	2	3	0	0	3	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-508-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	9	0	1	0	3	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0
miR-509-3p	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	2	1	1	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-509-3-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
miR-510	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	3	0	0	0	0	0	7	5	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
miR-511	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	4	3	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	7	0	0	4	0	4	0	6	0	2	0	1	1	0	0	0
miR-512-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-512-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
miR-513a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-513a-5p	0	0	1	0	0	0	0	2	0	0	0	4	1	1	1	0	2	2	8	0	7	0	4	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	3	0	2	0	0	0	0	0	0
miR-513b	0	0	0	0	0	0	0	1	0	0	0	1	1	2	0	0	0	3	5	0	13	0	2	0	1	5	0	3	0	0	0	0	0	1	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
miR-513c	0	0	0	0	0	0	1	1	1	1	0	3	0	1	1	0	3	2	3	0	13	2	1	0	6	4	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0
miR-514	0	0	0	0	0	0	0	2	1	0	0	5	1	6	0	0	0	2	8	0	21	1	1	0	1	12	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
miR-515-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-515-5p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	5	0	5	0	0	2	0	4	0	0	1	0	1	0	3	0	0	0	0	0	0	0	0
miR-516a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	62	0	27	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0
miR-516b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
miR-516b*	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-517a	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
miR-517*	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
miR-517b	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-517c	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
miR-518a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
miR-518b	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	1	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
